,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
5498,Amy Sherman,Says the American Civil Liberties Union opposes H.R. 1 on grounds that “it threatens our freedom of speech.”,Ronna McDaniel,"March 1, 2021",half-true,REAL,1
5499,D.L. Davis,"“Biden’s plan will immediately let in 25,000 asylum-seekers who’d been waiting in Mexico as their cases were judged.”",Ron Johnson,"March 1, 2021",barely-true,REAL,1
5500,Tom Kertscher,Says the Atlanta mayor is “shutting the city down for” the NBA All-Star Game weekend.,Facebook posts,"March 1, 2021",FALSE,FAKE,0
5501,Jon Greenberg,"“There’s about 9% of (the American Rescue Plan) actually going to COVID, meaning 91% of it is not even COVID-related.”",Ted Budd,"March 1, 2021",half-true,REAL,1
5502,Victoria Knight,"“Becerra supports Bernie’s government takeover of your health care, eliminating your employer-provided coverage.”",Tom Cotton,"March 1, 2021",TRUE,REAL,1
5503,Miriam Valverde,"The Biden administration “halted deportations for all illegal aliens — murderers, rapists, terrorists, MS-13 gang members are not being deported.""",Tom Cotton,"February 26, 2021",FALSE,FAKE,0
5504,Tom Kertscher,The COVID-19 rescue bill includes money for a list of projects that are not COVID-related.,Stand for America,"February 26, 2021",mostly-true,REAL,1
5505,John Pullano,"“New York, for all of their complaining, Gov. Cuomo's complaining, has only had a 1.5% decrease in revenue” due to the coronavirus pandemic.",Bill Cassidy,"February 26, 2021",barely-true,REAL,1
5506,Noah Y.,"“If you take the vaccine, you'll be enrolled in a pharmacovigilance tracking system. It means that you've enrolled yourself in a medical trial.”",Simone Gold,"• February 26,",FALSE,FAKE,0
5507,Daniel Funke,Says Jerry Nadler said “God has no authority in the House of Representatives”,Facebook posts,"February 26, 2021",FALSE,FAKE,0
5508,Daniel Funke,"The COVID-19 vaccine could lead to prion diseases, Alzheimer’s, ALS and other neurodegenerative diseases.",J. Bart Classen,"February 26, 2021",pants-fire,REAL,1
5509,Samantha Putterman,"Due to differing lockdown orders, New York has more COVID-19 cases, deaths, hospitalizations and job losses than Florida, and New York also lags on vaccinations.",Instagram posts,"February 26, 2021",barely-true,REAL,1
5510,Louis Jacobson,“I have never sued a nun — any nuns.”,Xavier Becerra,"February 26, 2021",half-true,REAL,1
5511,Brandon Mulder,“Subsidizing investment in wind has pushed gas and nuclear out. Now we live with the consequences.”,Dan Crenshaw,"February 26, 2021",FALSE,FAKE,0
5512,Ciara O'Rourke,Says Joe Biden said a racial slur.,Facebook posts,"February 26, 2021",FALSE,FAKE,0
5513,Jon Greenberg,"In the American Rescue Plan, “just about 1% of the money is for vaccines.”",Mitch McConnell,"February 26, 2021",mostly-true,REAL,1
5514,Nusaiba Mizan,"The shutdown of the Keystone Pipeline project will mean “nearly 2,000 (union jobs lost) with Wisconsin companies”",Ron Johnson,"February 26, 2021",mostly-true,REAL,1
5515,Bill McCarthy,Insulin prices rose “with the swipe of (Joe Biden’s) pen.”,Facebook posts,"February 25, 2021",REAL,REAL,1
5516,Amy Sherman,"HR 1 will allow members of Congress to draw a second salary “worth an estimated $600,000 per year!”",Act for America,"February 25, 2021",REAL,REAL,1
5517,Samantha Putterman,Says a video captures sound from the surface of Mars,Facebook posts,"February 25, 2021",REAL,REAL,1
5518,Miriam Valverde,"“Just for the record, the Biden Administration IS separating children and parents.”",Glenn Beck,"February 25, 2021",REAL,REAL,1
5519,Jessica Calefati,“We’re the only major gas-producing state in the US that doesn’t have a severance tax.”,Tom Wolf,"February 25, 2021",REAL,REAL,1
5520,Samantha Putterman,"Says President Joe Biden canceled Trump’s “child sex ring operation, which saw thousands of arrests last year.”",Facebook posts,"February 25, 2021",REAL,REAL,1
5521,Kiannah Sepeda-Miller,"“For the month of February, Illinois has been the vaccination leader among the 10 most populous states in the country.”",JB Pritzker,"February 25, 2021",half-true,REAL,1
5522,Tom Kertscher,"Only Nancy Pelosi is “responsible for what happened at the Capitol” on Jan. 6, “security at the Capitol is her job.”",Facebook posts,"February 25, 2021",barely-true,REAL,1
5523,Noah Y.,Nancy Pelosi explains how Democrats demonize political opponents through the “wrap-up smear.”,YouTube videos,"• February 25,",pants-fire,REAL,1
5524,Ciara O'Rourke,"Says Coca-Cola CEO James Quincey said, “A few right winged nuts won’t affect our bottom line.”",Facebook posts,"February 24, 2021",FALSE,FAKE,0
5525,Ciara O'Rourke,"Says Joe Biden tweeted, “the way white people talk leaving minorities confused.”",Viral image,"February 24, 2021",pants-fire,REAL,1
5526,Bill McCarthy,"""The reality"" in Texas is that ""you’re flying helicopters, using fossil fuels, to put oil on wind turbines to defrost them.”",Lara Logan,"February 24, 2021",FALSE,FAKE,0
5527,Ciara O'Rourke,"Photo shows “Earth, Venus and Jupiter as seen from Mars.”",Viral image,"February 24, 2021",FALSE,FAKE,0
5528,Tom Kertscher,"“Oil is now $61.30 a barrel and rising drastically! On Jan. 5, it was about $25 a barrel.”",Facebook posts,"February 24, 2021",FALSE,FAKE,0
5529,Daniel Funke,Facebook users can avoid “problems with your Facebook going against community standards” by changing your settings.,Facebook posts,"February 24, 2021",pants-fire,REAL,1
5530,Ciara O'Rourke,“Nancy Pelosi has invited all illegals to her mansion at 2724 Pacific Ave San Francisco CA.”,Viral image,"February 24, 2021",FALSE,FAKE,0
5531,Bill McCarthy,"""There's no evidence that white supremacists were responsible for what happened on Jan. 6. That's a lie.”",Tucker Carlson,"February 23, 2021",FALSE,FAKE,0
5532,Noah Y.,“Joe Biden is handing our power grid to the Chinese Communist Party.”,Students for Trump,"• February 23,",FALSE,FAKE,0
5533,Eric Litke,"“On average, 17% of a family’s income goes towards child care in Wisconsin.”",Sarah Godlewski,"February 23, 2021",half-true,REAL,1
5534,Ciara O'Rourke,“Monticello power plant just outside of Pittsburg TX has been closed since 2018 because of renewable energy.”,Viral image,"February 23, 2021",barely-true,REAL,1
5535,Ciara O'Rourke,"“Heidi Cruz, Ted’s wife, is managing director of Goldman Sachs. They oversee the Texas utilities.”",Facebook posts,"February 23, 2021",barely-true,REAL,1
5536,Phil Galewitz,"The result of lockdowns “has been the destruction of millions of lives across America as well as increased deaths from suicide, substance abuse and despair without any corresponding benefit in Covid mortality.”",Ron DeSantis,"February 23, 2021",barely-true,REAL,1
5537,Louis Jacobson,“COVID-19 infections down 61% from Trump’s last day. COVID-19 vaccinations up 85% from Trump’s last day. Competence Matters.”,Viral image,"February 23, 2021",mostly-true,REAL,1
5538,Ciara O'Rourke,“Utah OFFICIALLY starts RECALL for Mitt Romney.”,Facebook posts,"February 23, 2021",FALSE,FAKE,0
5539,Jon Greenberg,“There's over a trillion dollars of money unspent from previous (coronavirus) relief bills ... still sitting in a bank account.”,Steve Scalise,"February 23, 2021",half-true,REAL,1
5540,Ciara O'Rourke,Jill Biden was a teenage babysitter for Joe Biden’s family.,Viral image,"February 22, 2021",FALSE,FAKE,0
5541,Daniel Funke,“Joe Biden’s Dept. of Energy Blocked Texas from Increasing Power Ahead of Killer Storm”,Infowars,"February 22, 2021",pants-fire,REAL,1
5542,Miriam Valverde,"“There is a direct connection between discriminatory policies within the USDA and the enormous land loss we have seen among Black farmers over the past century.""",Cory Booker,"February 22, 2021",TRUE,REAL,1
5543,Amy Sherman,"“The vast majority of the American people” support Biden’s $1.9 trillion rescue plan, “including a majority of Republicans.”",Joe Biden,"February 22, 2021",half-true,REAL,1
5544,Victoria Knight,"The science says “open the schools, stop wearing masks outside, and everyone at low risk should start living normal lives.""",Buck Sexton,"February 19, 2021",FALSE,FAKE,0
5545,Samantha Putterman,Says Joe Biden didn’t act in response to the emergency in Texas.,Facebook posts,"February 19, 2021",FALSE,FAKE,0
5546,Ciara O'Rourke,"A Texas energy company billed a customer more than $200,000.",Viral image,"February 19, 2021",half-true,REAL,1
5547,Madison Czopek,"“If you make $50,000/year, $36 of your taxes goes to food stamps. $4,000 goes to corporate subsidies.”",Facebook posts,"February 19, 2021",FALSE,FAKE,0
5548,Amy Sherman,"“Energy experts and State House Dems, among others, were warning of this (the Texas power blackout) for years.”",Beto O'Rourke,"February 19, 2021",TRUE,REAL,1
5549,Daniel Funke,"Donald Trump's second impeachment ""cost $33 million.""",Facebook posts,"February 19, 2021",FALSE,FAKE,0
5550,Ciara O'Rourke,"Says Ted Cruz tweeted, “I’ll believe in climate change when Texas freezes over.”",Viral image,"February 19, 2021",FALSE,FAKE,0
5551,Noah Y.,The snow is government-generated or fake.,Facebook posts,"• February 19,",pants-fire,REAL,1
5552,Tom Kertscher,Photo shows an ice mass hanging inside a Houston home during Texas winter storms.,Facebook posts,"February 19, 2021",FALSE,FAKE,0
5553,Brandon Mulder,"""Our wind and our solar got shut down ... and that thrust Texas into this situation where it was lacking power at a statewide basis.”",Greg Abbott,"February 19, 2021",FALSE,FAKE,0
5554,Tom Kertscher,“FEMA is paying for hotel rooms!!!” for Texas winter storm victims.,Facebook posts,"February 19, 2021",FALSE,FAKE,0
5555,Laura Schulte,"“Nobody’s health is at risk right now” from PFAS contamination, as long as they are receiving bottled drinking water",Scott Manley,"February 19, 2021",FALSE,FAKE,0
5556,Tom Kertscher,Says Joe Biden “helps build Afghanistan’s pipeline.”,Facebook posts,"February 18, 2021",FALSE,FAKE,0
5557,Noah Y.,"""The Texas power grid is not part of the US power grid because they wanted to avoid federal regulation.”",Facebook posts,"• February 18,",TRUE,REAL,1
5558,Louis Jacobson,"""If we kept (the minimum wage) indexed to inflation, people would be making $20 an hour right now.”",Joe Biden,"February 18, 2021",FALSE,FAKE,0
5559,Landon Allison,Said Rep. Alexandria Ocasio-Cortez and her allies “blocked a resolution condemning anti-Semitism — which I passed unanimously in the Senate.”,Ted Cruz,"February 18, 2021",barely-true,REAL,1
5560,Jon Greenberg,"“There is a consensus among economists left, right, and center… that we can’t spend too much” on COVID-19 relief.",Joe Biden,"February 18, 2021",barely-true,REAL,1
5561,Tom Kertscher,“The United States was energy independent in 2019 for the first time since 1957. In just 10 days we are sent back 50 years.”,Facebook posts,"February 18, 2021",barely-true,REAL,1
5562,Tom Kertscher,Says Joe Biden “will redirect the $30 billion” that Donald Trump “left for U.S. farmers to ‘climate change.’”,Facebook posts,"February 18, 2021",barely-true,REAL,1
5563,Paul Specht,“Gov Roy Cooper does not consider Type 1 diabetes an under lying health issue!”,Billboard,"February 18, 2021",FALSE,FAKE,0
5564,Daniel Funke,"""Schools are trying to make a law that teachers can see girls' private parts to make sure they're not trans.""",TikTok posts,"February 17, 2021",barely-true,REAL,1
5565,Noah Y.,"“Unbeknownst to most people, the Green New Deal came to Texas; the power grid in the state became totally reliant on windmills.”",Tucker Carlson,"• February 17,",pants-fire,REAL,1
5566,Natalie Dunlap,"President Joe Biden’s day one approach to immigration included ""blanket amnesty and halting border wall construction.""",Ashley Hinson,"February 17, 2021",half-true,REAL,1
5567,Miriam Valverde,"“For the first time in American history, if you're seeking asylum ... you can't do it from the United States. … You’ve got to seek asylum from abroad.”",Joe Biden,"February 17, 2021",barely-true,REAL,1
5568,Dave Boucher,“Too many dead people voted” in Michigan,Mike Shirkey,"February 16, 2021",FALSE,FAKE,0
5569,Tom Kertscher,“Biden signs 45% capital gains tax. Kiss your inheritance goodbye.”,Facebook posts,"February 16, 2021",FALSE,FAKE,0
5570,Noah Y.,Says death reports in federal database show the fatal risk of COVID-19 vaccines.,Facebook posts,"• February 16,",barely-true,REAL,1
5571,Bill McCarthy,"“So California is requiring signature verification for Gavin Newsom’s recall, but didn’t require it for the mail in ballots.”",Kevin Sorbo,"February 16, 2021",pants-fire,REAL,1
5572,Daniel Funke,"Says Joe Biden planned a winter storm as ""warfare, an attack on Texas by altering the jet stream.""",Facebook posts,"February 16, 2021",pants-fire,REAL,1
5573,Ciara O'Rourke,“NASA admits that man-made climate change is a hoax!”,Viral image,"February 16, 2021",FALSE,FAKE,0
5574,Eric Litke,Ron Johnson didn’t “show up” for a day of impeachment hearings.,Mark Pocan,"February 16, 2021",pants-fire,REAL,1
5575,Ciara O'Rourke,Photo shows the “USS Al Gore Global Warming Research Vessel” covered in ice.,Viral image,"February 16, 2021",FALSE,FAKE,0
5576,Eric Litke,Says Jan. 6 Capitol riot “didn’t seem like an armed insurrection.”,Ron Johnson,"February 15, 2021",pants-fire,REAL,1
5577,Madison Czopek,Says Nabisco is closing plants in Georgia and New Jersey and “moving to Mexico” because of Biden’s election.,Facebook posts,"February 15, 2021",FALSE,FAKE,0
5578,Tom Kertscher,Says Joe Biden’s order stopping the Keystone pipeline “made oil more expensive for us to use.”,Facebook posts,"February 15, 2021",barely-true,REAL,1
5579,Bill McCarthy,"“You may not have stayed in a hotel in the past year, but illegals arriving since Biden’s inauguration, they get to stay free of charge.”",Laura Ingraham,"February 15, 2021",barely-true,REAL,1
5580,Paul Specht,“Almost 40% of borrowers with student loan debt didn't finish their degree.”,Alma Adams,"February 12, 2021",mostly-true,REAL,1
5581,Daniel Funke,"After the Capitol insurrection, “one of the first people arrested was a leader of antifa.""",Michael van der Veen,"February 12, 2021",barely-true,REAL,1
5582,Noah Y.,Says Joe Biden “is trying to shut FL’s border.”,Ron DeSantis,"• February 12,",FALSE,FAKE,0
5583,Brandon Mulder,“Innocent lives will be saved” by ending taxpayer funding of Planned Parenthood.,Greg Abbott,"February 12, 2021",FALSE,FAKE,0
5584,Eric Litke,November election data shows a “stunning anomaly in the rejection rate of absentee ballots.”,Dan O'Donnell,"February 12, 2021",FALSE,FAKE,0
5585,Kiannah Sepeda-Miller,"“Pritzker’s Hierarchy of Vaccine Priorities” puts prisoners, politicians and college students ahead of “individuals with high-risk health factors, and everyone else.”",Illinois Republican Party,"February 12, 2021",half-true,REAL,1
5586,Haley BeMiller,"“We know mask mandates work. There’s enough evidence out there between counties that have done it and counties that haven’t.""",Gordon Hintz,"February 12, 2021",TRUE,REAL,1
5587,Carmen Heredia,"South Dakota ""did have tragedies and we did have losses. But we also got through (the pandemic) better than virtually every other state.""",Kristi Noem,"• February 12,",barely-true,REAL,1
5588,Samantha Putterman,“President Biden is raising the prices of insulin and Epi-Pens on those with high costs and the uninsured.”,Mark Walker,"February 12, 2021",barely-true,REAL,1
5589,Noah Y.,“Manipulated Video used in House Impeachment Looks to Have VIOLATED House Rules”,Bloggers,"• February 11,",FALSE,FAKE,0
5590,Daniel Funke,"Doctors and nurses who administer the coronavirus vaccine can be ""tried as war criminals.""",Bloggers,"February 11, 2021",pants-fire,REAL,1
5591,D.L. Davis,"""The committee that advises @GovEvers and his department tasked with leading during this pandemic is recommending allowing prisoners to receive the vaccine before 65 year old grandma?”",Mark Born,"February 11, 2021",half-true,REAL,1
5592,Chris Nichols,Raising the national minimum wage to $15 per hour “would destroy up to 3.7 million jobs.”,Kevin McCarthy,"February 11, 2021",FALSE,FAKE,0
5593,Cassidey Kavathas,“No state gets back less from Washington than New York state.”,Andrew Cuomo,"February 11, 2021",mostly-true,REAL,1
5594,Tom Kertscher,"""The Clinton Foundation folded.”",Facebook posts,"February 11, 2021",pants-fire,REAL,1
5595,Ciara O'Rourke,"Says Gorilla Glue tweeted, “Do not use our products on your f------ hair.”",Viral image,"February 10, 2021",FALSE,FAKE,0
5596,Tom Kertscher,"""The Biden family is so heavily invested in oil and energy in other countries.""",Facebook posts,"February 10, 2021",barely-true,REAL,1
5597,Daniel Funke,“Not one court has looked at the evidence and said that Biden legally won” the presidential election.,Facebook posts,"February 10, 2021",pants-fire,REAL,1
5598,Amy Sherman,"“If you're making less than $15 an hour, you're living below the poverty wage.”",Joe Biden,"February 10, 2021",half-true,REAL,1
5599,Ciara O'Rourke,Photo shows Tampa Mayor Jane Castor maskless at Super Bowl.,Viral image,"February 10, 2021",REAL,REAL,1
5600,Samantha Putterman,Says Cracker Barrel’s name has racist origins and its logo depicts a whip.,Facebook posts,"February 9, 2021",REAL,REAL,1
5601,Daniel Funke,"""Trump Won Two-Thirds of Election Lawsuits Where Merits Considered""",Bloggers,"February 9, 2021",REAL,REAL,1
5602,Bill McCarthy,“Only one person died on that day” during the Jan. 6 U.S. Capitol riot.,Greg Kelly,"February 9, 2021",REAL,REAL,1
5603,Jill Terreri,The COVID-19 vaccine “went out for distribution” in Nebraska “days before the FDA even said they were going to approve it.”,Lee Merritt,"• February 9,",REAL,REAL,1
5604,Noah Y.,"“Biden’s Air Force One is not the same as Trump’s Air Force One,” which indicates Biden is not the real president.",Facebook posts,"• February 9,",pants-fire,REAL,1
5605,Jill Terreri,“But we’re below the national average in number of deaths in nursing homes.”,Andrew Cuomo,"• February 9,",mostly-true,REAL,1
5606,Ciara O'Rourke,Photo shows Joe Biden asleep at his desk.,Viral image,"February 9, 2021",FALSE,FAKE,0
5607,Amy Sherman,"“More than 200,000 DACA recipients are essential infrastructure workers” including “41,700 DACA recipients in the healthcare industry”",Richard Durbin,"February 9, 2021",mostly-true,REAL,1
5608,Bill McCarthy,"Says Joe Biden said, “Buy a man eat fish, he day, teach fish man, to a lifetime.""",Facebook posts,"February 9, 2021",pants-fire,REAL,1
5609,Ciara O'Rourke,Michelle Obama earned a doctorate after leaving the White House.,Viral image,"February 9, 2021",FALSE,FAKE,0
5610,Samantha Putterman,“Pfizer and Moderna could share their design with dozens of other pharma companies who stand ready to produce their vaccines and end the pandemic.”,Facebook posts,"February 9, 2021",barely-true,REAL,1
5611,Bill McCarthy,"""Satan flashed in the halftime Super Bowl satanic ritual.""",Facebook posts,"February 8, 2021",FALSE,FAKE,0
5612,Noah Y.,"“New evidence ties COVID-19 creation to research funded by Fauci""",WorldNetDaily,"• February 8,",FALSE,FAKE,0
5613,Ciara O'Rourke,"“Shell Oil laying off 9,000 workers” because of Joe Biden.",Facebook posts,"February 8, 2021",FALSE,FAKE,0
5614,Ciara O'Rourke,“Military rescues tortured children from tunnel beneath Capitol Hill.”,Bloggers,"February 8, 2021",pants-fire,REAL,1
5615,Victoria Knight,“Now (Biden) is saying that people who came here illegally can jump ahead of other Americans who have been waiting to get the vaccine.”,Steve Scalise,"February 8, 2021",barely-true,REAL,1
5616,Tom Kertscher,“Doctor proves masks don’t work” by vaping through them.,Facebook posts,"February 8, 2021",FALSE,FAKE,0
5617,Madison Czopek,"""BUSTED: CDC Inflated COVID Numbers, Accused of Violating Federal Law""",Bloggers,"February 5, 2021",FALSE,FAKE,0
5618,Paul Specht,Says North Carolina bill to require in-person learning is “stripping out some of the health protocols that are in place.”,Roy Cooper,"February 5, 2021",half-true,REAL,1
5619,Clara Hendrickson,“Newly discovered video shows late night deliveries of tens of thousands of illegal ballots 8 hours after deadline.”,The Gateway Pundit,"February 5, 2021",FALSE,FAKE,0
5620,Tom Kertscher,Seniors around the world who died from COVID vaccine are being improperly listed as “natural causes.”,Facebook posts,"February 5, 2021",FALSE,FAKE,0
5621,Jon Greenberg,"Says Rep. Brian Fitzpatrick, R-Pa., “stood with Trump and the lies… He stood with QAnon, not you.”",DCCC,"February 5, 2021",barely-true,REAL,1
5622,Jon Greenberg,"States are seeing increases in revenue, with an average decline of just 0.12% compared with 2019. Over half of states report positive growth, including California, New York, and Illinois.",Rick Scott,"February 5, 2021",barely-true,REAL,1
5623,Tom Kertscher,"“A Miracle! Only 23 Americans Tested Positive for Flu Last Week Compared to 14,657 Cases Reported Last Year at Same Time.”",Facebook posts,"February 5, 2021",half-true,REAL,1
5624,Brandon Mulder,Says that Hurricane Harvey “dropped more water on Houston in five days than goes over Niagara Falls in a year.”,John Kerry,"February 5, 2021",FALSE,FAKE,0
5625,Louis Jacobson,"Under the 2017 tax law, “people who make under $75,000 will have their taxes raised in 2021 and every 2 years after that until 2027.”",Facebook posts,"February 5, 2021",barely-true,REAL,1
5626,John Pullano,"""The (Erie Co., N.Y.) health commissioner makes more than the governor, the vice president of the United States, and has a salary that is comparable to Dr. Anthony Fauci.”",Stefan Mychajliw,"February 5, 2021",mostly-true,REAL,1
5627,Warren Fiske,On accepting corporate PAC donations,Elaine Luria,"February 5, 2021",full-flop,FAKE,0
5628,Seth Taylor,"The school voucher bill the Iowa Legislature is considering would ""give your education tax dollars to corporations.""",Christina Blackcloud,"February 4, 2021",mostly-true,REAL,1
5629,Ciara O'Rourke,"“Trump assassination foiled, Deep State in panic mode!”",Bloggers,"February 4, 2021",FALSE,FAKE,0
5630,Daniel Funke,Photo shows Democratic protesters who “stormed the U.S. Capitol in 2018.”,Facebook posts,"February 4, 2021",FALSE,FAKE,0
5631,Ciara O'Rourke,"Says Denzel Washington said, “I support police over BLM, don’t put them down!”",Bloggers,"February 4, 2021",barely-true,REAL,1
5632,Noah Y.,“I don’t even know what (QAnon) is.”,Kevin McCarthy,"• February 4,",FALSE,FAKE,0
5633,Samantha Putterman,Says Joe Biden “has officially lowered the age of consent to 5 years old.”,Instagram posts,"February 4, 2021",pants-fire,REAL,1
5634,Daniel Funke,"Joe Biden ""really did wipe away"" student loan debt.",Facebook posts,"February 4, 2021",FALSE,FAKE,0
5635,Eric Litke,Gov. Tony Evers “has the authority and revenue necessary” to upgrade the Wisconsin unemployment system without the Legislature.,Jim Steineke,"February 3, 2021",barely-true,REAL,1
5636,Ciara O'Rourke,The White House was dark for 10 nights in a row.,Viral image,"February 3, 2021",FALSE,FAKE,0
5637,Ciara O'Rourke,“US Capitol raided 2/2/21.”,YouTube videos,"February 3, 2021",FALSE,FAKE,0
5638,Miriam Valverde,"""A lot of these migrants that are coming, we have no way to screen their backgrounds for either health or for security.""",Tom Cotton,"February 3, 2021",FALSE,FAKE,0
5639,Monique Curet,Says Joe Biden has “allowed males to compete in girls’ sports.”,Facebook posts,"February 2, 2021",FALSE,FAKE,0
5640,Ciara O'Rourke,Photo shows Rachel Levine’s family.,Viral image,"February 2, 2021",pants-fire,REAL,1
5641,Ciara O'Rourke,“Myanmar used Dominion Voting Systems.”,Facebook posts,"February 2, 2021",FALSE,FAKE,0
5642,Noah Y.,“Donald Trump is the first president in modern history (who) did not start a new war.”,Donald Trump Jr.,"• February 2,",barely-true,REAL,1
5643,Chris Nichols,Facebook tried to “shut down” the campaign to recall California Gov. Gavin Newsom.,Bloggers,"February 2, 2021",FALSE,FAKE,0
5644,Tom Kertscher,Says Nancy Pelosi bought $1.25 million in Tesla stock the day before Joe Biden signed an order “for all federal vehicles” to be electric.,Facebook posts,"February 2, 2021",barely-true,REAL,1
5645,Ciara O'Rourke,"H&M advertised a sweatshirt that said, “Koolest Kid in the Klan.”",Viral image,"February 2, 2021",FALSE,FAKE,0
5646,Madison Black,"Insulin prices have ""gone THRU THE ROOF for patients/taxpayers bc of manufacturer, health plan & PBM biz practices.""",Chuck Grassley,"February 2, 2021",TRUE,REAL,1
5647,Laura Schulte,"""The Legislature spent the last decade passing laws deliberately making it even harder for people to access these critical supports when they need it most, exacerbating the problems with our already-outdated system.”",Tony Evers,"February 2, 2021",half-true,REAL,1
5648,Paul Specht,"North Carolina Secretary of State Elaine Marshall ""has won more statewide races than probably anyone else alive.""",Jenna Wadsworth,"February 2, 2021",TRUE,REAL,1
5649,Noah Y.,“The Biden administration lost 20 million COVID vaccines.”,Ryan Fournier,"• February 1,",FALSE,FAKE,0
5650,Bill McCarthy,"Congressional benefits include “free health care, outrageous retirement packages, 67 paid holidays, three weeks paid vacation, unlimited paid sick days.”",Facebook posts,"February 1, 2021",barely-true,REAL,1
5651,Tom Kertscher,An “audit report” found that a voting system used in Michigan in the 2020 presidential election was designed to “create systemic fraud.”,Facebook posts,"February 1, 2021",FALSE,FAKE,0
5652,Ciara O'Rourke,“WHO now saying you do not need to wear a mask.”,Bloggers,"February 1, 2021",FALSE,FAKE,0
5653,Jon Greenberg,Masks have negative impacts on 68% of children.,Instagram posts,"January 29, 2021",FALSE,FAKE,0
5654,Samantha Putterman,Says Joe Biden’s inauguration was fake and he is not the legitimate president.,Facebook posts,"January 29, 2021",pants-fire,REAL,1
5655,Tom Kertscher,"Says Joe Biden said, “I don’t know what I’m signing,” while signing a document.",Facebook posts,"January 29, 2021",FALSE,FAKE,0
5656,Tom Kertscher,“U.S. military at the White House arresting Congress.”,Facebook posts,"January 29, 2021",pants-fire,REAL,1
5657,Miriam Valverde,"""Only in the Third World do you see this habitual use of prosecutions of former leaders.”",Marco Rubio,"January 29, 2021",FALSE,FAKE,0
5658,Brandon Mulder,"Says that Biden’s ban on new federal leases will kill 120,000 Texas jobs.",Kevin Brady,"January 29, 2021",half-true,REAL,1
5659,Jon Greenberg,“84% of all new electric capacity planned to come onto the electric grid this year is clean energy.”,Joe Biden,"January 29, 2021",mostly-true,REAL,1
5660,Tom Kertscher,Says Joe Biden canceled the Keystone pipeline because Warren Buffett “donated $58 million” to his campaign.,Facebook posts,"January 29, 2021",FALSE,FAKE,0
5661,Madison Czopek,"""In March 2020 the United States deployed 30,000 troops to Europe to ... free child-trafficked children and arrest deep state cabal members.""",Facebook posts,"January 29, 2021",FALSE,FAKE,0
5662,Daniel Funke,Says Joe Biden is “following through with a fracking ban.”,Facebook posts,"January 28, 2021",barely-true,REAL,1
5663,Tom Kertscher,"Soybeans dropped 70 cents and corn 50 cents per bushel in two days, causing farmers to lose big money, “thanks to Biden’s executive orders.”",Facebook posts,"January 28, 2021",barely-true,REAL,1
5664,Louis Jacobson,“Biden invested the entire family fortune in Ukraine gas and oil. Then shuts down Keystone pipeline. Starting to get the picture.”,Facebook posts,"January 28, 2021",FALSE,FAKE,0
5665,Eric Litke,“The U.S. Senate cannot convict a former President.”,Scott Walker,"January 28, 2021",barely-true,REAL,1
5666,Samantha Putterman,"Says Facebook recently logged users out to track their “off Facebook activity” involving bank accounts, emails and other apps.",Facebook posts,"January 28, 2021",FALSE,FAKE,0
5667,Daniel Funke,"""Joe Biden admits he is governing like a 'dictator.'""",Charlie Kirk,"January 28, 2021",FALSE,FAKE,0
5668,Warren Fiske,"“The United States is the only industrialized, modernized country that does not already have a paid family medical leave program in place.”",Jennifer Boysko,"January 28, 2021",TRUE,REAL,1
5669,Eric Litke,Assembly Republicans “have come to the table” and were part of “give and take” compromise on a coronavirus bill.,Jim Steineke,"January 27, 2021",FALSE,FAKE,0
5670,Daniel Funke,Says Bill Gates said “at least 3 billion people need to die” from the planet.,Instagram posts,"January 27, 2021",FALSE,FAKE,0
5671,Miriam Valverde,"Says Joe Biden “has issued more executive fiats than anyone in such a short period of time, ever, more than Obama, more than Trump, more than anyone.”",Marco Rubio,"January 27, 2021",TRUE,REAL,1
5672,Samantha Putterman,Says Biden's Rolex belonged to his late son Beau.,Facebook posts,"January 27, 2021",FALSE,FAKE,0
5673,Amy Sherman,"""The process to distribute the vaccine, particularly outside of nursing homes and hospitals out into the community as a whole, did not really exist when we came into the White House.""",Ron Klain,"January 27, 2021",barely-true,REAL,1
5674,Paul Specht,Says the number of spoiled coronavirus vaccines in North Carolina is “very small ... in the tens.”,Mandy Cohen,"January 27, 2021",half-true,REAL,1
5675,Tom Kertscher,Says Donald Trump offered his hotel “to our troops to sleep in after they were put in a car garage.”,Facebook posts,"January 26, 2021",FALSE,FAKE,0
5676,Noah Y.,Hank Aaron’s death was caused by a COVID-19 vaccine.,Facebook posts,"• January 26,",FALSE,FAKE,0
5677,Landon Allison,"“New York leads the nation in out-migration of residents, with 126,000 people leaving last year and over one million in the past decade.”",James Tedisco,"January 26, 2021",half-true,REAL,1
5678,Tom Kertscher,Says a video shows Joe Biden boasted in 2006 “about voting for ‘700 miles of fence’” and “talking about immigration in some entirely different ways than he does today.”,Facebook posts,"January 26, 2021",half-true,REAL,1
5679,Jill Terreri,"“We have scientific data, from all different levels, but particularly from the high school sports levels, from numerous different states that shows that it is safe to play what New York is considering high-risk sports.”",Colin Schmitt,"• January 26,",barely-true,REAL,1
5680,Daniel Funke,"“I believe, without having definitive proof, that the military is in charge of our country ... because Joe Biden is an illegal president.”",L. Lin Wood,"January 26, 2021",pants-fire,REAL,1
